Reason, Covidence #, DOI, Title, Authors, Published Year, Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7173,10.1016/j.knosys.2021.107853,MOLS-Net: Multi-organ and lesion segmentation network based on sequence feature pyramid and attention mechanism for aortic dissection diagnosis,"Zhou, QY; Qin, JH; Xiang, XY; Tan, Y; Ren, Y",2022,KNOWLEDGE-BASED SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7191,10.1007/s13369-018-3549-8,Automatic Segmentation of Intima Media Complex in Carotid Ultrasound Images Using Support Vector Machine,"Nagaraj, Y; Teja, AHS; Narasimhadhan, AV",2019,ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7193,10.3390/diagnostics13111925,Automatic Classification of Magnetic Resonance Histology of Peripheral Arterial Chronic Total Occlusions Using a Variational Autoencoder: A Feasibility Study,"Csore, J; Karmonik, C; Wilhoit, K; Buckner, L; Roy, TL",2023,DIAGNOSTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7205,10.1117/12.770064,A segmentation method for stentgrafts in the abdominal aorta from ECG-gated CTA data,"Klein, A; Renema, WK; Oostveen, LJ; Kool, LJS; Slump, CH",2008,"MEDICAL IMAGING 2008: PHYSIOLOGY, FUNCTION, AND STRUCTURE FROM MEDICAL IMAGES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7212,10.1016/j.compeleceng.2018.02.010,Carotid wall segmentation in longitudinal ultrasound images using structured random forest,"Nagaraj, Y; Asha, CS; Teja, AHS; Narasimhadhan, AV",2018,COMPUTERS & ELECTRICAL ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7281,,Automatic Segmentation and Decision Making of Carotid Artery Ultrasound Images,"Chaudhry, A; Hassan, M; Khan, A; Kim, JY; Tuan, TA",2013,"INTELLIGENT AUTONOMOUS SYSTEMS 12 , VOL 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7292,,A Subpixel Edge Detector Applied to Aortic Dissection Detection,"Trujillo-Pino, A; Krissian, K; Santana-Cedrés, D; Esclarín-Monreal, J; Carreira-Villamor, JM",2012,"COMPUTER AIDED SYSTEMS THEORY - EUROCAST 2011, PT II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7344,,Automatic System for Diseased Artery Transverse Section Detection,"IEEE; Masek, J; Rajnoha, M; Burget, R; Dutta, MK",2018,2018 5TH INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING AND INTEGRATED NETWORKS (SPIN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7351,,Application of an automatic ulcer segmentation algorithm,"IEEE; Pasero, E; Castagneri, C",2017,2017 IEEE 3RD INTERNATIONAL FORUM ON RESEARCH AND TECHNOLOGIES FOR SOCIETY AND INDUSTRY (RTSI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7352,10.1016/j.compbiomed.2014.08.003,Manual and automated intima-media thickness and diameter measurements of the common carotid artery in patients with renal failure disease,"Loizou, CP; Kasparis, T; Lazarou, T; Pattichis, CS; Pantziaris, M",2014,COMPUTERS IN BIOLOGY AND MEDICINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7364,,Integrated System for the Complete Segmentation of the Common Carotid Artery Bifurcation in Ultrasound Images,"Loizou, CP; Kasparis, T; Spyrou, C; Pantziaris, M",2013,"ARTIFICIAL INTELLIGENCE APPLICATIONS AND INNOVATIONS, AIAI 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7365,10.1109/TMI.2008.929098,Segmentation in Ultrasonic <i>B</i>-Mode Images of Healthy Carotid Arteries Using Mixtures of Nakagami Distributions and Stochastic Optimization,"Destrempes, F; Meunier, J; Giroux, MF; Soulez, G; Cloutier, G",2009,IEEE TRANSACTIONS ON MEDICAL IMAGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7368,10.1109/ICIP.2010.5652719,DETECTION OF THE INTIMA AND MEDIA WALLS OF THE CAROTID ARTERY WITH GEODESIC ACTIVE CONTOURS,"IEEE; Bastida-Jumilla, MC; Morales-Sánchez, J; Verdú-Monedero, R; Larrey-Ruiz, J; Sancho-Gómez, JL",2010,2010 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7376,10.1117/12.2003345,3D segmentation of the true and false lumens on CT aortic dissection images,"Fetnaci, N; Lubniewski, P; Miguel, B; Lohou, C",2013,THREE-DIMENSIONAL IMAGE PROCESSING (3DIP) AND APPLICATIONS 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7378,10.1016/j.compbiomed.2020.103901,Using a distance map and an active contour model to segment the carotid artery boundary from the lumen contour in proton density weighted magnetic resonance images,"Jodas, DS; da Costa, MFM; Parreira, TAA; Pereira, AS; Tavares, JMRS",2020,COMPUTERS IN BIOLOGY AND MEDICINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7380,10.1109/SIBGRAPI.2017.65,Common Carotid Artery Lumen Segmentation from Cardiac Cycle-resolved Cine Fast Spin Echo Magnetic Resonance Imaging,"IEEE; Rodrigues, L; Rittner, L; Lotufo, R; Souza, R; Frayne, R",2017,"2017 30TH SIBGRAPI CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#2908,https://dx.doi.org/10.1016/j.bspc.2022.104143,Early detection of diabetic foot ulcers from thermal images using the bag of features technique,Alshayeji M.H.; ChandraBhasi Sindhu S.; Abed S. ,2023,Biomedical Signal Processing and Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#3171,https://dx.doi.org/10.1109/JBHI.2021.3068420,Automatic Aortic Dissection Centerline Extraction Via Morphology-Guided CRN Tracker,Zhao J.; Feng Q. ,2021,IEEE Journal of Biomedical and Health Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6657,10.3390/a15070236,Automatic Classification of Foot Thermograms Using Machine Learning Techniques,"Filipe, V; Teixeira, P; Teixeira, A",2022,ALGORITHMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6661,10.1016/j.infrared.2020.103531,Classification method of peripheral arterial disease in patients with type 2 diabetes mellitus by infrared thermography and machine learning,"Padierna, LC; Amador-Medina, LF; Murillo-Ortiz, BO; Villaseñor-Mora, C",2020,INFRARED PHYSICS & TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6665,10.1007/978-3-030-94907-5_8,Deep Subspace Analysing for Semi-supervised Multi-label Classification of Diabetic Foot Ulcer,"Alavi, A; Akhoundi, H",2022,DIABETIC FOOT ULCERS GRAND CHALLENGE (DFUC 2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6686,10.1007/s11227-022-04380-z,Early detection of foot ulceration in type II diabetic patient using registration method in infrared images and descriptive comparison with deep learning methods,"Rai, M; Maity, T; Sharma, R; Yadav, RK",2022,JOURNAL OF SUPERCOMPUTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6734,10.1080/17686733.2024.2310794,Effectiveness of ConvNeXt variants in diabetic feet diagnosis using plantar thermal images,"Fasihi-Shirehjini, O; Babapour-Mofrad, F",2024,QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6738,10.1007/s13239-024-00720-7,Aorta Segmentation in 3D CT Images by Combining Image Processing and Machine Learning Techniques,"Mavridis, C; Economopoulos, TL; Benetos, G; Matsopoulos, GK",2024,CARDIOVASCULAR ENGINEERING AND TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6742,10.1109/i2mtc.2019.8827044,A comparison of intelligent classifiers of thermal patterns in diabetic foot,"IEEE; Cruz-Vega, I; Peregrina-Barreto, H; Rangel-Magdaleno, JD; Ramirez-Cortes, JM",2019,2019 IEEE INTERNATIONAL INSTRUMENTATION AND MEASUREMENT TECHNOLOGY CONFERENCE (I2MTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6764,10.1109/ICDMW58026.2022.00041,Domain-Specific Deep Learning Feature Extractor for Diabetic Foot Ulcer Detection,"Basiri, R; Popovic, MR; Khan, SS",2022,"2022 IEEE INTERNATIONAL CONFERENCE ON DATA MINING WORKSHOPS, ICDMW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6803,,Abdominal CTA Image Analisys Through Active Learning and Decision Random Forests: Aplication to AAA Segmentation,"IEEE; Maiora, J; Graña, M",2012,2012 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6828,10.1002/mrm.28237,Fully automated and robust analysis technique for popliteal artery vessel wall evaluation (FRAPPE) using neural network models from standardized knee MRI,"Chen, L; Canton, G; Liu, WJ; Hippe, DS; Balu, N; Watase, H; Hatsukami, TS; Waterton, JC; Hwang, JN; Yuan, C",2020,MAGNETIC RESONANCE IN MEDICINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6855,10.1109/TIM.2021.3052577,A Multicenter Study on Carotid Ultrasound Plaque Tissue Characterization and Classification Using Six Deep Artificial Intelligence Models: A Stroke Application,"Saba, L; Sanagala, SS; Gupta, SK; Koppula, VK; Laird, JR; Viswanathan, V; Sanches, MJ; Kitas, GD; Johri, AM; Sharma, N; Nicolaides, A; Suri, JS",2021,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6852,10.1109/ACCESS.2022.3225107,Performance Evaluation of Deep Learning Models for Image Classification Over Small Datasets: Diabetic Foot Case Study,"Hernandez-Guedes, A; Santana-Perez, I; Arteaga-Marrero, N; Fabelo, H; Callico, GM; Ruiz-Alzola, J",2022,IEEE ACCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6915,10.1007/s11042-024-18304-x,Real-time diabetic foot ulcer classification based on deep learning & parallel hardware computational tools,"Fadhel, MA; Alzubaidi, L; Gu, YT; Santamaria, J; Duan, Y",2024,MULTIMEDIA TOOLS AND APPLICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6939,10.1016/j.infrared.2020.103187,Automatic detection of risk zones in diabetic foot soles by processing thermographic images taken in an uncontrolled environment,"Maldonado, H; Bayareh, R; Torres, IA; Vera, A; Gutiérrez, J; Leija, L",2020,INFRARED PHYSICS & TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#6943,10.1166/jno.2024.3621,Design and Numerical Analysis of Double Encoder-Swinnets-A Novel Swin Transformers-Based Diabetic Foot,"Maheswari, D; Kayalvizhi, M",2024,JOURNAL OF NANOELECTRONICS AND OPTOELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7040,10.1117/12.467138,3-D image analysis of abdominal aortic aneurysm,"Subasic, M; Loncaric, S; Sorantin, E",2002,"MEDICAL IMAGING 2002: IMAGE PROCESSING, VOL 1-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7148,10.1016/j.neucom.2014.09.066,Fully automatic segmentation of ultrasound common carotid artery images based on machine learning,"Menchón-Lara, RM; Sancho-Gómez, JL",2015,NEUROCOMPUTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7169,10.1117/12.2588220,Deep Learning and Particle Filter-based Aortic Dissection Vessel Tree Segmentation,"Jin, Y; Pepe, A; Li, JN; Gsaxner, C; Egger, J",2021,"MEDICAL IMAGING 2021: BIOMEDICAL APPLICATIONS IN MOLECULAR, STRUCTURAL, AND FUNCTIONAL IMAGING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7174,10.1016/j.eswa.2016.01.017,Automatic Abdominal Aortic Aneurysm segmentation in MR images,"Martinez-Muñoz, S; Ruiz-Fernandez, D; Galiana-Merino, JJ",2016,EXPERT SYSTEMS WITH APPLICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7178,10.3389/fcvm.2021.762958,Advanced Warning of Aortic Dissection on Non-Contrast CT: The Combination of Deep Learning and Morphological Characteristics,"Yi, Y; Mao, L; Wang, C; Guo, YB; Luo, X; Jia, DG; Lei, Y; Pan, JD; Li, JY; Li, SF; Li, XL; Jin, ZY; Wang, YN",2022,FRONTIERS IN CARDIOVASCULAR MEDICINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7192,10.1117/12.2628681,The Application Value of Deep Convolution Level Set in ABUS Image Analysis of Varicose Vein of Lower Extremity,"Wang, R; Wu, J; Sun, L; Yan, GQ; Cai, QW",2022,THIRD INTERNATIONAL CONFERENCE ON ELECTRONICS AND COMMUNICATION; NETWORK AND COMPUTER TECHNOLOGY (ECNCT 2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7229,10.1109/CSCI49370.2019.00110,Automated Analysis of Femoral Artery Calcification Using Machine Learning Techniques,"IEEE; Zhao, L; Odigwe, B; Lessner, S; Clair, DG; Mussa, F; Valafar, H",2019,2019 6TH INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE AND COMPUTATIONAL INTELLIGENCE (CSCI 2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7256,10.1007/s11517-016-1481-1,Robust segmentation and intelligent decision system for cerebrovascular disease,"Chaudhry, A; Hassan, M; Khan, A",2016,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#7370,,CHRONIC WOUND TISSUE CLASSIFICATION USING CONVOLUTIONAL NETWORKS AND COLOR SPACE REDUCTION,"Godeiro, V; Neto, JS; Carvalho, B; Santana, B; Ferraz, J; Gama, R",2018,2018 IEEE 28TH INTERNATIONAL WORKSHOP ON MACHINE LEARNING FOR SIGNAL PROCESSING (MLSP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not vasc ,#60,https://dx.doi.org/10.1101/2024.05.22.595251,VesselBoost: A Python Toolbox for Small Blood Vessel Segmentation in Human Magnetic Resonance Angiography Data.,"Xu, Marshall; Ribeiro, Fernanda L; Barth, Markus; Bernier, Michael; Bollmann, Steffen; Chatterjee, Soumick; Cognolato, Francesco; Gulban, Omer Faruk; Itkyal, Vaibhavi; Liu, Siyu; Mattern, Hendrik; Polimeni, Jonathan R; Shaw, Thomas B; Speck, Oliver; Bollmann, Saskia",2024,bioRxiv : the preprint server for biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#30,https://dx.doi.org/10.1016/j.ijotn.2024.101095,Application of a Diabetic Foot Smart APP in the measurement of diabetic foot ulcers.,"Zhao, Nan; Yu, Ling; Fu, Xiaoai; Dai, Weiwei; Han, Huiwu; Bai, Jiaojiao; Xu, Jingcan; Hu, Jianzhong; Zhou, Qiuhong",2024,International journal of orthopaedic and trauma nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not vasc ,#65,https://dx.doi.org/10.3389/fmolb.2024.1363384,Deep learning-based classification of the capillary ultrastructure in human skeletal muscles.,"Bigler, Marius Reto; Baum, Oliver",2024,Frontiers in molecular biosciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#161,https://dx.doi.org/10.1016/j.ejrad.2024.111468,Deep learning-based radiomics of computed tomography angiography to predict adverse events after initial endovascular repair for acute uncomplicated Stanford type B aortic dissection.,"Lu, Xuefang; Gong, Wei; Yang, Wenbing; Peng, Zhoufeng; Zheng, Chao; Zha, Yunfei",2024,European journal of radiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#183,https://dx.doi.org/10.1109/TMI.2023.3341948,SurgNet: Self-Supervised Pretraining With Semantic Consistency for Vessel and Instrument Segmentation in Surgical Images.,"Chen, Jiachen; Li, Mengyang; Han, Hu; Zhao, Zhiming; Chen, Xilin",2024,IEEE transactions on medical imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#214,https://dx.doi.org/10.1038/s41598-024-53459-5,An artificial intelligence based abdominal aortic aneurysm prognosis classifier to predict patient outcomes.,"Chung, Timothy K; Gueldner, Pete H; Aloziem, Okechukwu U; Liang, Nathan L; Vorp, David A",2024,Scientific reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#234,https://dx.doi.org/10.1016/j.mri.2023.11.014,A machine learning-based approach to identify peripheral artery disease using texture features from contrast-enhanced magnetic resonance imaging.,"Khagi, Bijen; Belousova, Tatiana; Short, Christina M; Taylor, Addison; Nambi, Vijay; Ballantyne, Christie M; Bismuth, Jean; Shah, Dipan J; Brunner, Gerd",2024,Magnetic resonance imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#236,https://dx.doi.org/10.1002/mp.16861,Predictive stroke risk model with vision transformer-based Doppler features.,"Lo, Chung-Ming; Hung, Peng-Hsiang",2024,Medical physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#249,https://dx.doi.org/10.1016/j.media.2023.103022,C-DARL: Contrastive diffusion adversarial representation learning for label-free blood vessel segmentation.,"Kim, Boah; Oh, Yujin; Wood, Bradford J; Summers, Ronald M; Ye, Jong Chul",2024,Medical image analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#312,https://dx.doi.org/10.1016/j.compbiomed.2023.107052,Computer-aided shape features extraction and regression models for predicting the ascending aortic aneurysm growth rate.,"Geronzi, Leonardo; Martinez, Antonio; Rochette, Michel; Yan, Kexin; Bel-Brunon, Aline; Haigron, Pascal; Escrig, Pierre; Tomasi, Jacques; Daniel, Morgan; Lalande, Alain; Lin, Siyu; Marin-Castrillon, Diana Marcela; Bouchot, Olivier; Porterie, Jean; Valentini, Pier Paolo; Biancolini, Marco Evangelos",2023,Computers in biology and medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#322,https://dx.doi.org/10.3389/fneur.2023.1151326,Computed tomography angiography-based radiomics model for predicting carotid atherosclerotic plaque vulnerability.,"Shan, Dezhi; Wang, Siyu; Wang, Junjie; Lu, Jun; Ren, Junhong; Chen, Juan; Wang, Daming; Qi, Peng",2023,Frontiers in neurology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#363,https://dx.doi.org/10.1177/20552076231205747,A feasibility study on the efficacy of a patient-owned wound surveillance system for diabetic foot ulcer care (ePOWS study).,"Lo, Zhiwen J; Harish, Keerthi B; Tan, Elaine; Zhu, Julia; Chan, Shaun; Liew, Huiling; Hoi, Wai H; Liang, Shanying; Cho, Yuan T; Koo, Hui Y; Wu, Kyle; Car, Josip",2023,Digital health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#414,https://dx.doi.org/10.2196/37284,Interactive Medical Image Labeling Tool to Construct a Robust Convolutional Neural Network Training Data Set: Development and Validation Study.,"Reifs, David; Reig-Bolano, Ramon; Casals, Marta; Grau-Carrion, Sergi",2022,JMIR medical informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#466,https://dx.doi.org/10.1016/j.jvssci.2021.06.001,Computational analysis of endovascular aortic repair proximal seal zone preservation with endoanchors: A case study in cylindrical neck anatomy.,"Abbott, Erin; Dhara, Sanjeev; Khabaz, Kameel; Sankary, Seth; Cao, Kathleen; Nguyen, Nhung; Babrowski, Trissa; Pocivavsek, Luka; Milner, Ross",2021,JVS-vascular science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#497,https://dx.doi.org/10.3389/fbioe.2020.00749,Atherosclerotic Plaque Tissue Characterization: An OCT-Based Machine Learning Algorithm With ex vivo Validation.,"He, Chunliu; Li, Zhonglin; Wang, Jiaqiu; Huang, Yuxiang; Yin, Yifan; Li, Zhiyong",2020,Frontiers in bioengineering and biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#554,https://dx.doi.org/10.1186/s12893-023-01944-5,Multi-mode information fusion navigation system for robot-assisted vascular interventional surgery.,"Guan, Shaoya; Li, Tianqi; Meng, Cai; Ma, Limei",2023,BMC surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#600,https://dx.doi.org/10.1007/s00330-022-09047-0,"Deep learning for standardized, MRI-based quantification of subcutaneous and subfascial tissue volume for patients with lipedema and lymphedema.","Nowak, Sebastian; Henkel, Andreas; Theis, Maike; Luetkens, Julian; Geiger, Sergej; Sprinkart, Alois M; Pieper, Claus C; Attenberger, Ulrike I",2023,European radiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#648,https://dx.doi.org/10.3348/kjr.2022.0364,Feasibility of Deep Learning-Based Analysis of Auscultation for Screening Significant Stenosis of Native Arteriovenous Fistula for Hemodialysis Requiring Angioplasty.,"Park, Jae Hyon; Park, Insun; Han, Kichang; Yoon, Jongjin; Sim, Yongsik; Kim, Soo Jin; Won, Jong Yun; Lee, Shina; Kwon, Joon Ho; Moon, Sungmo; Kim, Gyoung Min; Kim, Man-Deuk",2022,Korean journal of radiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#664,https://dx.doi.org/10.1038/s41598-022-18173-0,Evaluation of a hybrid pipeline for automated segmentation of solid lesions based on mathematical algorithms and deep learning.,"Burrows, Liam; Chen, Ke; Guo, Weihong; Hossack, Martin; McWilliams, Richard G; Torella, Francesco",2022,Scientific reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#673,https://dx.doi.org/10.1007/s11517-022-02622-z,Complex carotid artery segmentation in multi-contrast MR sequences by improved optimal surface graph cuts based on flow line learning.,"Zhu, Chenglu; Wang, Xiaoyan; Chen, Shengyong; Teng, Zhongzhao; Bai, Cong; Huang, Xiaojie; Xia, Ming; Shao, Zhanpeng; Gu, Zheng; Sun, Peiliang",2022,Medical & biological engineering & computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#882,https://dx.doi.org/10.1115/1.4051905,A Predictive Analysis of Wall Stress in Abdominal Aortic Aneurysms Using a Neural Network Model.,"Rengarajan, Balaji; Patnaik, Sourav S; Finol, Ender A",2021,Journal of biomechanical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1049,https://dx.doi.org/10.1016/j.compbiomed.2019.103586,Longitudinal assessment of carotid plaque texture in three-dimensional ultrasound images based on semi-supervised graph-based dimensionality reduction and feature selection.,"Lin, Mingquan; Cui, He; Chen, Weifu; van Engelen, Arna; de Bruijne, Marleen; Azarpazhooh, M Reza; Sohrevardi, Seyed Mojtaba; Spence, J David; Chiu, Bernard",2020,Computers in biology and medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
